LCSC,rotation,evidence,polarity
C85047,180,"Diodes 2N7002K in SOT-23; USB controlled debug hub Q_DATA1-Q_DATA4. Measured 2026-08-16 against exact-code JLC SOT-23_L2.9-W1.3-P1.90-LS2.4-BR.kicad_mod with the pcbnew-verified operator. PAD-NUMBER fit selects offset 180 at rms 0.1472mm vs 1.8256mm next best over 3 pads. NUMBERING-FREE pad-cloud geometry independently selects 180 at rms 0.1472mm vs 0.7299mm next.",two-channel
C105871,0,"YAGEO RC0402FR-074K7L fixed chip resistor; USB controlled debug hub R_I2C_SCL/R_I2C_SDA. Measured 2026-08-17 against the exact-code JLC land with the pcbnew-verified operator: PAD-NUMBER fit selects offset 0 at rms 0.0800 mm versus 0.6671 mm next best. The archived manufacturer RC0402FR-074K7L.pdf specifies a fixed chip resistor with electrically identical terminals; it is not polarized.",n/a
C110776,0,"YAGEO RT0603BRD071KL fixed chip resistor; USB controlled debug hub R_AGG_ILIM. Measured 2026-08-17 against the exact-code JLC land with the pcbnew-verified operator: PAD-NUMBER fit selects offset 0 at rms 0.0750 mm versus 1.1150 mm next best. The YAGEO RT-series datasheet table specifies a fixed chip resistor with electrically identical terminals; it is not polarized.",n/a
C114760,0,"YAGEO RC0402FR-0712KL fixed chip resistor; USB controlled debug hub R_RBIAS. Measured 2026-08-17 against the exact-code JLC land with the pcbnew-verified operator: PAD-NUMBER fit selects offset 0 at rms 0.0800 mm versus 0.6671 mm next best. The archived manufacturer RC0402FR-0712KL.pdf specifies a fixed chip resistor with electrically identical terminals; it is not polarized.",n/a
C138033,0,"YAGEO RC0402FR-071ML fixed chip resistor; USB controlled debug hub R_XTAL. Measured 2026-08-17 against the exact-code JLC land with the pcbnew-verified operator: PAD-NUMBER fit selects offset 0 at rms 0.0800 mm versus 0.6671 mm next best. The archived manufacturer RC0402FR-071ML.pdf specifies a fixed chip resistor with electrically identical terminals; it is not polarized.",n/a
C1525,0,"Samsung CL05B104KO5NNNC ceramic chip capacitor; USB controlled debug hub 0402 100 nF population. Measured 2026-08-17 against the exact-code JLC land with the pcbnew-verified operator: PAD-NUMBER fit selects offset 0 at rms 0.0600 mm versus 0.6378 mm next best. The archived manufacturer CL05B104KO5NNNC-spec.pdf specifies a two-terminal MLCC; it is unpolarized.",n/a
C15269,0,"Sunlord SWPA4030S3R3MT shielded power inductor; USB controlled debug hub L_MAIN. Measured 2026-08-17 against the exact-code JLC land with the pcbnew-verified operator: PAD-NUMBER fit selects offset 0 at rms 0.1000 mm versus 2.1932 mm next best. The archived manufacturer Sunlord-SWPA4030S-series.pdf specifies a two-terminal chip inductor with electrically identical ends; it is not polarized.",n/a
C1549,0,"FH Guoju 0402CG180J500NT ceramic chip capacitor; USB controlled debug hub C_XTAL1/C_XTAL2. Measured 2026-08-17 against the exact-code JLC land with the pcbnew-verified operator: PAD-NUMBER fit selects offset 0 at rms 0.0600 mm versus 0.6378 mm next best. The manufacturer 0402CG180J500NT product datasheet table specifies a two-terminal MLCC; it is unpolarized.",n/a
C19271634,0,"Murata GRM155R61H334KE01D ceramic chip capacitor; USB controlled debug hub C_CTRL_VUSB. Measured 2026-08-17 against the exact-code JLC land with the pcbnew-verified operator: PAD-NUMBER fit selects offset 0 at rms 0.0600 mm versus 0.6378 mm next best. The archived manufacturer GRM155R61H334KE01-01A.pdf specifies a two-terminal MLCC; it is unpolarized.",n/a
C19702,0,"Samsung CL10A106KP8NNNC ceramic chip capacitor; USB controlled debug hub C_BUCK_IN. Measured 2026-08-17 against the exact-code JLC land with the pcbnew-verified operator: PAD-NUMBER fit selects offset 0 at rms 0.0750 mm versus 1.0443 mm next best. The archived manufacturer CL10A106KP8NNNC.pdf specifies a two-terminal MLCC; it is unpolarized.",n/a
C22807,0,"UNI-ROYAL 0603WAF1503T5E fixed chip resistor; USB controlled debug hub R_AGG_UV_TOP. Measured 2026-08-17 against the exact-code JLC land with the pcbnew-verified operator: PAD-NUMBER fit selects offset 0 at rms 0.0750 mm versus 1.1150 mm next best. The UNI-ROYAL 0603 thick-film resistor datasheet table specifies electrically identical terminals; it is not polarized.",n/a
C25804,0,"UNI-ROYAL 0603WAF1002T5E fixed chip resistor; USB controlled debug hub R_AGG_UV_MID. Measured 2026-08-17 against the exact-code JLC land with the pcbnew-verified operator: PAD-NUMBER fit selects offset 0 at rms 0.0750 mm versus 1.1150 mm next best. The UNI-ROYAL 0603 thick-film resistor datasheet table specifies electrically identical terminals; it is not polarized.",n/a
C327368,0,"YAGEO RC0402FR-07165KL fixed chip resistor; USB controlled debug hub R_ILIM1-R_ILIM4/R_ILIM_CTRL. Measured 2026-08-17 against the exact-code JLC land with the pcbnew-verified operator: PAD-NUMBER fit selects offset 0 at rms 0.0800 mm versus 0.6671 mm next best. The archived manufacturer RC0402FR-07165KL.pdf specifies a fixed chip resistor with electrically identical terminals; it is not polarized.",n/a
C342660,0,"TDK C3225X7R1C226KT000N ceramic chip capacitor; USB controlled debug hub 1210 bulk population. Measured 2026-08-17 against the exact-code JLC land with the pcbnew-verified operator: PAD-NUMBER fit selects offset 0 at rms 0.0450 mm versus 2.1180 mm next best. The manufacturer C3225X7R1C226K series datasheet table specifies a two-terminal MLCC; it is unpolarized.",n/a
C52923,0,"Samsung CL05A105KA5NQNC ceramic chip capacitor; USB controlled debug hub 0402 1 uF population. Measured 2026-08-17 against the exact-code JLC land with the pcbnew-verified operator: PAD-NUMBER fit selects offset 0 at rms 0.0600 mm versus 0.6378 mm next best. The archived manufacturer CL05A105KA5NQNC-spec.pdf specifies a two-terminal MLCC; it is unpolarized.",n/a
C60490,0,"YAGEO RC0402FR-0710KL fixed chip resistor; USB controlled debug hub 0402 10 kOhm population. Measured 2026-08-17 against the exact-code JLC land with the pcbnew-verified operator: PAD-NUMBER fit selects offset 0 at rms 0.0800 mm versus 0.6671 mm next best. The archived manufacturer RC0402FR-0710KL.pdf specifies a fixed chip resistor with electrically identical terminals; it is not polarized.",n/a
C60491,0,"YAGEO RC0402FR-07100KL fixed chip resistor; USB controlled debug hub 0402 100 kOhm population. Measured 2026-08-17 against the exact-code JLC land with the pcbnew-verified operator: PAD-NUMBER fit selects offset 0 at rms 0.0800 mm versus 0.6671 mm next best. The archived manufacturer RC0402FR-07100KL.pdf specifies a fixed chip resistor with electrically identical terminals; it is not polarized.",n/a
C77036,0,"Murata GRM1885C1H332JA01D ceramic chip capacitor; USB controlled debug hub C_AGG_DVDT/C_AGG_TIMER. Measured 2026-08-17 against the exact-code JLC land with the pcbnew-verified operator: PAD-NUMBER fit selects offset 0 at rms 0.0750 mm versus 1.0443 mm next best. The Murata GRM1885C1H332JA01D product datasheet table specifies a two-terminal C0G MLCC; it is unpolarized.",n/a
C861404,0,"YAGEO RT0603BRD0743K2L fixed chip resistor; USB controlled debug hub R_AGG_OV_BOT. Measured 2026-08-17 against the exact-code JLC land with the pcbnew-verified operator: PAD-NUMBER fit selects offset 0 at rms 0.0750 mm versus 1.1150 mm next best. The YAGEO RT-series datasheet table specifies a fixed chip resistor with electrically identical terminals; it is not polarized.",n/a
C2149775,0,"TI TPS2557QDRBTQ1 in DRB/SON-8; USB controlled debug hub U_PWR1-U_PWR4/U_PWR_CTRL sourcing replacement. Measured 2026-08-18 by running jlc_rotation_measure.py against the exact-code JLC SON-8_L3.0-W3.0-P0.65-TL-EP land. PAD-NUMBER fit selects offset 0 at rms 0.3522 mm versus 2.1628 mm next best; pad cloud is 0/180-degenerate and the pin-1 mark follows numbering, so this is deliberately SINGLE-CHANNEL. The JLC order-preview human gate must confirm pin 1 and all five identical placements before first order.",single-channel
C54411084,270,"MDD 74LVC08APW in TSSOP-14; USB controlled debug hub U_AND_DATA/U_AND_PWR sourcing replacement. Measured 2026-08-18 by running jlc_rotation_measure.py against the exact-code JLC TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL land. PAD-NUMBER fit selects offset 270 at rms 0.0625 mm versus 4.4061 mm next best; pad cloud is 90/270-degenerate and the pin-1 mark follows numbering, so this is deliberately SINGLE-CHANNEL. The JLC order-preview human gate must confirm pin 1 and both placements before first order.",single-channel
C2150199,0,"TI TPS2557QDRBRQ1 in DRB/SON-8; USB controlled debug hub U_PWR1-U_PWR4/U_PWR_CTRL sourcing replacement. Measured 2026-08-18 by running jlc_rotation_measure.py against the exact-code JLC SON-8_L3.0-W3.0-P0.65-TL-EP land. PAD-NUMBER fit selects offset 0 at rms 0.3522 mm versus 2.1628 mm next best; pad cloud is 0/180-degenerate and the pin-1 mark follows numbering, so this is deliberately SINGLE-CHANNEL. The JLC order-preview human gate must confirm pin 1 and all five identical placements before first order.",single-channel
C165948,0,"HRO TYPE-C-31-M-12 USB-C receptacle; usb-controlled-debug-hub-v2 J_DATA/J_POWER. Measured 2026-08-18 against JLC USB-C_SMD-TYPE-C-31-M-12_1 with the pcbnew-verified operator. PAD-NUMBER fit selects offset 0 at rms 0.0000 mm versus 1.6202 mm next best over eight unique pad identities. NUMBERING-FREE pad-cloud fit independently selects 0 at 0.3914 mm versus 1.5527 mm next best. Both channels agree; board rotation 270 therefore exports CPL 270.",two-channel
C207257,0,"Littelfuse SMF16A in SOD-123FL; usb-controlled-debug-hub-v2 D_PD_TVS. Measured 2026-08-18 against JLC SOD-123F_L2.7-W1.7-LS3.7-RD with the pcbnew-verified operator. PAD-NUMBER fit selects offset 0 at rms 0.2700 mm versus 2.1792 mm next best. The two-pad cloud is 0/180-degenerate and no independently decisive function-tied marking channel was established, so the JLC ORDER-PREVIEW HUMAN GATE must confirm the cathode orientation before first order.",single-channel
C841386,0,"TI TPS56637RPAR in RPA VQFN-HR-10; usb-controlled-debug-hub-v2 U_PD_BUCK. Measured 2026-08-18 against JLC VQFN-HR-10_L3.0-W3.0_RPA with the pcbnew-verified operator. PAD-NUMBER fit selects offset 0 at rms 0.2919 mm versus 1.7720 mm next best. NUMBERING-FREE size-class and pad-cloud channels both independently select 0 at 0.0000 mm versus 1.7421/1.2496 mm next best.",two-channel
C970725,0,"WCH CH224K in ESSOP-10 with exposed pad; usb-controlled-debug-hub-v2 U_PD. Measured 2026-08-18 against JLC ESSOP-10_L4.9-W3.9-P1.0-LS6.0-TL-EP with the pcbnew-verified operator. PAD-NUMBER fit selects offset 0 at rms 0.0000 mm versus 4.4721 mm next best. The dual-row pad cloud remains 0/180-degenerate and no function-tied numbering-free mark is present, so the JLC ORDER-PREVIEW HUMAN GATE must confirm pin 1 before first order.",single-channel
C2649846,0,"TI TVS1800DRVR in DRV0006A WSON-6; usb-controlled-debug-hub-v2 D_PD_TVS. Measured 2026-08-19 against exact-code JLC WSON-6_L2.0-W2.0-P0.65-TL-EP with the pcbnew-verified operator. PAD-NUMBER fit selects offset 0 at rms 0.0000 mm versus 1.5171 mm next best over seven pads. The symmetric 3+3 bank cloud is 0/180-degenerate and no independent function-tied package mark is present, so this is deliberately SINGLE-CHANNEL. The JLC ORDER-PREVIEW HUMAN GATE must confirm the TI datasheet pin-1 orientation and that pins 1-3/EP are GND while pins 4-6 are IN before payment.",single-channel
C2878936,0,"TI TPS259804ONRGER in RGE0024M VQFN-24; usb-controlled-debug-hub-v2 U_AGG. Measured 2026-08-19 against exact-code JLC VQFN-24_L4.0-W4.0-P0.50-TL-EP_TI_RGE with the pcbnew-verified operator. PAD-NUMBER fit selects offset 0 at rms 0.2994 mm versus 2.8700 mm next best over 26 pad identities. NUMBERING-FREE size-class geometry independently selects 0 at 0.0000 mm versus 0.1061 mm next best; both channels agree.",two-channel
C130462,270,"Microchip MCP2221A-I/ST in TSSOP-14; usb-controlled-debug-hub-2a-v1 U_CTRL. Measured 2026-08-20 against exact-code JLC TSSOP-14_L5.0-W4.4-P0.65-LS6.4-BL with the pcbnew-verified operator. PAD-NUMBER fit selects offset 270 at rms 0.0625 mm versus 4.4061 mm next best over 14 pads. The dual-row cloud is 90/270-degenerate and the package mark follows pin numbering, so this is deliberately SINGLE-CHANNEL. Microchip DS20005565D's top-view TSSOP pin map is terminal authority; the JLC ORDER-PREVIEW HUMAN GATE must confirm pin 1 before payment.",single-channel
C1849461,0,"TI TPS16630PWPR in PWP HTSSOP-20 PowerPAD; usb-controlled-debug-hub-2a-v1 U_PD_IN. Measured 2026-08-20 against exact-code JLC HTSSOP-20_L6.5-W4.4-P0.65-LS6.4-TL-EP2.58 with the pcbnew-verified operator. PAD-NUMBER fit selects offset 0 at rms 0.0976 mm versus 4.7838 mm next best over the common pads. The dual-row cloud is 0/180-degenerate and the package mark follows pin numbering, so this is deliberately SINGLE-CHANNEL. TI SLVSET9G's PWP top-view pin map is terminal authority; the JLC ORDER-PREVIEW HUMAN GATE must confirm pin 1 and PowerPAD orientation before payment.",single-channel
C3709087,270,"Nexperia PESD2USB5UX in SOT-23; usb-controlled-debug-hub-2a-v1 U_ESD_UP/U_ESD1-U_ESD4. Measured 2026-08-20 against exact-code JLC SOT-23-3_L2.9-W1.3-P1.90-LS2.4-BL-1 with the pcbnew-verified operator. PAD-NUMBER fit selects offset 270 at rms 1.5525 mm versus 1.6951 mm next best over 3 pads; the residual reflects the vendor-specific USB shunt land versus JLC's generic SOT-23 land. NUMBERING-FREE pad-cloud geometry independently selects 270 at rms 0.0589 mm versus 0.6475 mm next; both channels agree.",two-channel
C523793,270,"TI TVS2200DRVR in DRV WSON-6; usb-controlled-debug-hub-2a-v1 D_PD_TVS. Measured 2026-08-20 against exact-code JLC WSON-6_L2.0-W2.0-P0.65-BL-EP with the pcbnew-verified operator. PAD-NUMBER fit selects offset 270 at rms 0.2107 mm versus 1.4206 mm next best over seven pad identities. The symmetric 3+3 bank cloud is 90/270-degenerate and no independent function-tied package mark exists, so this is deliberately SINGLE-CHANNEL. TI SLVSED5C Figure 6-1 bottom view and Table 6-1 are terminal authority; the JLC ORDER-PREVIEW HUMAN GATE must confirm pins 1-3/EP are GND and pins 4-6 are IN before payment.",single-channel
C70590,0,"YXC X322524MOB4SI 24 MHz crystal in SMD3225-4P; usb-controlled-debug-hub-2a-v1 Y_HUB. Measured 2026-08-20 against exact-code JLC CRYSTAL-SMD_4P-L3.2-W2.5-BL with the pcbnew-verified operator. PAD-NUMBER fit selects offset 0 at rms 0.0000 mm versus 1.9660 mm next best over four pads. The rectangular pad cloud is 0/180-degenerate and the package mark follows pad numbering, so this is deliberately SINGLE-CHANNEL. The exact YXC connection drawing is terminal authority; the JLC ORDER-PREVIEW HUMAN GATE must confirm pad 1 before payment.",single-channel
C5219374,180,"TI LMR50410Y3FQDBVRQ1 in DBV SOT-23-6; usb-controlled-debug-hub-2a-v1 U_MAIN. Measured 2026-08-21 against exact-code JLC SOT-23-6_L2.9-W1.6-P0.95-LS2.8-BR with the pcbnew-verified operator. PAD-NUMBER fit selects offset 180 at rms 0.2125 mm versus 2.0784 mm next best over six pads. The 3+3 pad cloud is 0/180-degenerate and the pin-1 mark follows numbering, so this is deliberately SINGLE-CHANNEL. TI SLUSDW4A Figure 6-1 top view and Table 6-1 are terminal authority; the JLC ORDER-PREVIEW HUMAN GATE must confirm CB/GND/FB on pins 1-3 and EN/VIN/SW on pins 4-6 before payment.",single-channel
C16430,270,"TI TPS7A4901DGNR in DGN HVSSOP-8 PowerPAD; crow-mic-pod-v3 U2. Measured 2026-09-03 against JLC HVSSOP-8_L3.0-W3.0-P0.65-LS4.9-BL-EP_DGN0008D (cached public footprint SHA-256 89faf406a20a9a9b03fd6a033706c01ae2ab0d41ecb758fba627e04767dc31c3) with the pcbnew-verified operator. PAD-NUMBER fit selects offset 270 at rms 0.0474 mm versus 3.0587 mm next best over nine pads. The size-class channel is fully degenerate and the pad cloud is 90/270-degenerate at 0.3411 mm, so this is deliberately SINGLE-CHANNEL. TI SBVS121E's DGN top-view pin configuration and pin-functions table on PDF page 4 are terminal authority; the JLC ORDER-PREVIEW HUMAN GATE must confirm pin 1 OUT, pin 8 IN and PowerPAD/GND orientation before payment.",single-channel
C2878631,270,"TI OPA1679IDR in D SOIC-14; crow-mic-pod-v3 U1. Measured 2026-09-03 against JLC SOIC-14_L8.7-W3.9-P1.27-LS6.0-BL (cached public footprint SHA-256 2090a0beb08baaa6c4fcc27e78f0f98bd4ded0e6afc67705713744403302379c) with the pcbnew-verified operator. PAD-NUMBER fit selects offset 270 at rms 0.1450 mm versus 5.0885 mm next best over fourteen pads. The dual-row pad cloud is 90/270-degenerate at 0.1450 mm and there is no independent size-class channel, so this is deliberately SINGLE-CHANNEL. TI SBOS855E Figure 5-5 and the OPA1679 D-package pin-functions table on PDF page 5 are terminal authority; the JLC ORDER-PREVIEW HUMAN GATE must confirm pin 1 OUTA, pin 7 OUTB, pin 8 OUTC and pin 14 OUTD before payment.",single-channel
C123302,180,"SSOP-8 DCT; fresh packet-board measurement 2026-09-11, board SHA-256 7765810d8f9734f0ff893f7411ae80628ccddf5e78a78ee920a3303e9d2a8631. Exact TI SCES586E PDF p.3 Figure 4-1/Table 4-1 fixes DCT top-view pins 1=A, 2=B, 3=CLR#, 4=GND, 5=Q, 6=Cext, 7=Rext/Cext, 8=VCC; p.23 DCT0008A identifies the pin-1 index area and 0.65 mm pitch. Cached JLC/EasyEDA SM8 footprint SHA-256 3227811f857065e419f6b095e95ed019f4e74fac25ad69033cd875f6f7caff12. pcbnew-verified pad-number fit: 180 rms 0.1001 mm vs next 2.6816 mm, separation 2.5815 mm over 8 pads; best mirrored-number fit 1.4602 mm, 1.3601 mm worse. Pad cloud is 0/180-degenerate and size class absent. Board/cache pin-1 marks agree at 180 (0.1415 mm) but both follow manufacturer pin-1 numbering and are correlated confirmation, not an independent polarity channel. SINGLE-CHANNEL: final JLC order preview must visually confirm U_RST2 pin-1/body-index alignment before order.",single-channel
C130024,180,"VSSOP-8 DCU; fresh packet-board measurement 2026-09-11, board SHA-256 7765810d8f9734f0ff893f7411ae80628ccddf5e78a78ee920a3303e9d2a8631. Exact TI SCES366L PDF p.3 DCU top-view figure/function table fixes pins 1=1A, 2=3Y, 3=2A, 4=GND, 5=2Y, 6=3A, 7=1Y, 8=VCC; p.19 DCU0008A identifies the pin-1 index area, 2.2-2.4 x 1.9-2.1 mm body, and 0.5 mm pitch. Cached JLC/EasyEDA VSSOP footprint SHA-256 6289ee3779fca606e01579aa6afa55e32c22d545e6f00df0653cda546d2f8cb9. pcbnew-verified pad-number fit: 180 rms 0.1500 mm vs next 2.2333 mm, separation 2.0833 mm over 8 pads; best mirrored-number fit 1.1281 mm, 0.9781 mm worse. Pad cloud is 0/180-degenerate and size class absent. Board/cache pin-1 marks agree at 180 (0.4000 mm) but both follow manufacturer pin-1 numbering and are correlated confirmation, not an independent polarity channel. SINGLE-CHANNEL: final JLC order preview must visually confirm U_CLK pin-1/body-index alignment before order.",single-channel
C131093,180,"Measured 2026-09-11; independent closed review retained in carrier journal archive cf21e0f44ebe114614ebf7060cc7bea500c5202648d47399021cccfdb72f9218.tar.gz (logic). SOT753/SC-74A; fresh measurements of every assigned repeat U_DUMP,U_LDO_EN,U_OE on packet board SHA-256 7765810d8f9734f0ff893f7411ae80628ccddf5e78a78ee920a3303e9d2a8631. Exact Nexperia 74LVC1G14 Rev.19 PDF p.3 GV/SOT753 figure and table fix top-view 1=NC, 2=A, 3=GND, 4=Y, 5=VCC; p.11 Figure 13 confirms 3-lead side 1-2-3 opposite 5-4, 0.95 mm pitch, 2.5-3.0 mm lead span and 2.7-3.1 x 1.3-1.7 mm body. Cached JLC/EasyEDA SOT753 footprint SHA-256 9a59f5a320c2a6bfa4fd017c37da6150b7981982b4daa8cee1cd0fe482e29219. Each ref gives pad-number 180 rms 0.1592 mm vs next 2.0757 mm, separation 1.9165 mm over 5 pads; numbering-free asymmetric pad cloud independently gives 180 rms 0.1592 vs 0.6620 mm, separation 0.5028 mm. Best mirrored-number fit is 1.7072 mm in the independent geometry audit. All three refs share the exact footprint ID and identical local pad geometry, board rotation 0, front side.",two-channel
C6076,180,"SOT753/SC-74A; fresh packet-board measurement 2026-09-11, board SHA-256 7765810d8f9734f0ff893f7411ae80628ccddf5e78a78ee920a3303e9d2a8631. Exact Nexperia 74LVC1G17 Rev.16 PDF p.3 GV/SOT753 figure and table fix top-view 1=NC, 2=A, 3=GND, 4=Y, 5=VCC; p.11 Figure 11 confirms 3-lead side 1-2-3 opposite 5-4, 0.95 mm pitch, 2.5-3.0 mm lead span and 2.7-3.1 x 1.3-1.7 mm body. Cached JLC/EasyEDA SOT-23-5 footprint SHA-256 59bc357ad086289224fa9d585330f1765ea09924f9a4ed09bb78595e79a98415. pcbnew-verified pad-number fit: 180 rms 0.1592 mm vs next 2.0757 mm, separation 1.9165 mm over 5 pads; numbering-free asymmetric pad cloud independently gives 180 rms 0.1592 vs 0.6620 mm, separation 0.5028 mm. Best mirrored-number fit is 1.7072 mm in the independent geometry audit. U_TDM_SCH uses the exact native SOT-23-5 footprint, board rotation 0, front side.",two-channel
C1509297,0,"TPS389001DSER DSE WSON-6; independently measured 2026-09-11 against packet-local WSON-6_L1.5-W1.5-P0.50-TL.kicad_mod with a pcbnew-verified operator. PAD-NUMBER fit selects 0 at 0.0385 mm RMS versus 1.0389 mm next best over 6 pads. NUMBERING-FREE PHYSICAL CHANNEL: TI SLVSD65A PDF page 24 ties the uniquely longer/chamfered physical terminal to pin 1; native 0.80 vs 0.70 mm and cached JLC 0.84 vs 0.75 mm unique-terminal geometry selects 0 at 0.0317 mm versus 1.0622 mm next best. U_AUDIO/U_PWR pad tuples are exactly congruent. JLC ORDER-PREVIEW HUMAN GATE must confirm the TI pin-1 index and SENSE/GND/MR versus VDD/CT/RESET banks before payment.",two-channel
C96333,180,"TPS3839K33DBZR DBZ SOT-23-3; independently measured 2026-09-11 against packet-local SOT-23-3_L2.9-W1.3-P1.90-LS2.4-BR.kicad_mod with a pcbnew-verified operator. PAD-NUMBER fit selects 180 at 0.0589 mm RMS versus 1.6951 mm next best over 3 pads. NUMBERING-FREE 2+1 PAD-CLOUD selects 180 at 0.0589 mm versus 0.6475 mm next best. TI SBVS193D PDF pages 5 and 28 fix DBZ top-view pins 1=GND, 2=RESET, 3=VDD and the physical pin-1 index.",two-channel
C23654,270,"SN74LVC1G125DBVR DBV SOT-23-5; independently measured 2026-09-11 against packet-local SOT-23-5_L3.0-W1.7-P0.95-LS2.8-BL.kicad_mod with a pcbnew-verified operator. PAD-NUMBER fit selects 270 at 0.0122 mm RMS versus 1.9889 mm next best over 5 pads. NUMBERING-FREE 3+2 PAD-CLOUD selects 270 at 0.0122 mm versus 0.5599 mm next best. TI SCES223U PDF pages 3 and 26 fix DBV top-view pins 1=OE, 2=A, 3=GND, 4=Y, 5=VCC and the physical pin-1 index.",two-channel
C154439,0,"D_SMA; independently measured 2026-09-11 against packet SMA_L4.4-W2.8-LS5.4-RD with pcbnew-verified operator. PAD-NUMBER offset 0: RMS 0.5700 mm vs 3.2565 mm next best over 2 pads (5.71x). The 0.5700-mm per-pad position residual corresponds to 5.1400-mm cached-JLC center spacing vs 4.0000-mm native/manufacturer-recommended spacing (1.1400-mm difference): rotation/polarity accepted, JLC-twin geometry and pad overlap NOT accepted; blocking downstream PAD-GEOM check required. NUMBERING-FREE function channel: Diodes DS16008 Rev.11-2 pp.1,4 identifies the physical cathode band/notch; viewed packet JLC model puts the band at local -X and native D_SMA cathode/F.Fab bar is local -X, selecting offset 0 with 0-degree directional residual and 90-degree nearest orthogonal separation. PDF SHA d50b2773c0300d97a77f5125419098c8130ecaf967202a44be2b182de8a15c1f; board SHA 7765810d8f9734f0ff893f7411ae80628ccddf5e78a78ee920a3303e9d2a8631.",two-channel
C2071056,270,"TSOT-23-6; independently measured 2026-09-11 against packet TSOT-23-6_L2.9-W1.6-P0.95-LS2.8-BL with pcbnew-verified operator. PAD-NUMBER offset 270: RMS 0.0625 mm vs 1.9842 mm next best over 6 pads (31.75x). Diodes DS41326 Rev.3-2 pp.1,16,17 fixes top-view pins/functions, pin-1 dot, TSOT26 identity and 0.95-mm pitch; the physical dot is documented as pin-number-dependent and is not an independent function channel. SINGLE-CHANNEL: mandatory final JLC ORDER-PREVIEW human gate for U_BUCK before first order. PDF SHA ef99daa3789d835bc025dfcb4c605c5c2e6d3e7223e86d40b33e6b497ea5a722; board SHA 7765810d8f9734f0ff893f7411ae80628ccddf5e78a78ee920a3303e9d2a8631.",single-channel
C780842,270,"Diodes_PowerDI3333-8; independently measured 2026-09-11 against packet POWERDI3333-8_L3.3-W3.3-P0.65-BL with pcbnew-verified operator. PAD-NUMBER offset 270: RMS 0.0075 mm vs 1.4330 mm next best over pads 1-5 (191.49x). NUMBERING-FREE function channel: Diodes DS37204 Rev.2-2 pp.1,5 fixes the asymmetric common-drain leadframe; small-row-to-drain-anchor vector maps at 270 with 0.0150 mm residual vs 2.7542 mm next best (183.61x). PDF SHA 1ea244be5e0fe4195ad20cb2da0960ac622b6efc19cf9e579c9eb8ef5777fa27; board SHA 7765810d8f9734f0ff893f7411ae80628ccddf5e78a78ee920a3303e9d2a8631.",two-channel
C2863402,270,"Measured 2026-09-11; independent closed review retained in carrier journal archive cf21e0f44ebe114614ebf7060cc7bea500c5202648d47399021cccfdb72f9218.tar.gz (analog). Exact OPA2320AIDR; manufacturer parts/OPA2320AIDR/OPA2320_SBOS513F.pdf SHA256 1d13d91bc220d3f37e814e29599ce23e086bd661227618104dcae5482c8144fc, PDF p4 Figure in section 5, OPA2320 D/DGK 8-pin SOIC/VSSOP Top View visually inspected; cached JLC footprint easyeda/C2863402/jlc.pretty/SOIC-8_L4.9-W3.9-P1.27-LS6.0-BL.kicad_mod SHA256 cd8dbea4ce6ceca2ae0cad8ad41edc4159e1ac209cd02306c09f2e80abbd7c25. Board SHA256 7765810d8f9734f0ff893f7411ae80628ccddf5e78a78ee920a3303e9d2a8631; pcbnew 10.0.4 GetFPRelativePosition operator rerun for U_AFE1,U_AFE2,U_AFE3,U_AFE4,U_AFE5,U_AFE6,U_AFE7,U_AFE8: offset 270 numbered-pad RMS 0.1251 mm over 8 pads vs next 4.1116 mm at [0, 180]; best mirrored fit 2.838089 mm. All assigned repeats have congruent local numbered-pad geometry. Manufacturer top view/function table and native pin mapping agree with physical pin 1, but that mark follows numbering and is not an independent function-tied channel. SINGLE-CHANNEL: mandatory JLC ORDER-PREVIEW human gate for U_AFE1,U_AFE2,U_AFE3,U_AFE4,U_AFE5,U_AFE6,U_AFE7,U_AFE8 before first order; confirm physical pin-1/top-mark orientation and resolved CPL rotations.",single-channel
